language,sentence_id,type,n_nodes,max_arity,mean_arity,tree_depth,mean_depth,density
English,41,random,22,4,1.6153846153846154,7,3.0,0.045454545454545456
English,42,natural,13,5,3.0,4,2.3076923076923075,0.07692307692307693
English,42,random,13,4,1.7142857142857142,4,2.076923076923077,0.07692307692307693
English,43,natural,22,8,3.5,3,1.6363636363636365,0.045454545454545456
English,43,random,22,4,1.6153846153846154,7,3.409090909090909,0.045454545454545456
English,44,natural,15,6,2.8,4,1.6666666666666667,0.06666666666666667
English,44,random,15,4,1.5555555555555556,6,2.6,0.06666666666666667
English,45,natural,46,7,2.8125,6,3.1956521739130435,0.021739130434782608
English,45,random,46,4,1.5517241379310345,15,6.260869565217392,0.021739130434782608
English,46,natural,27,6,2.888888888888889,5,2.2962962962962963,0.037037037037037035
English,46,random,27,5,1.5294117647058822,9,3.7777777777777777,0.037037037037037035
English,47,natural,28,5,2.7,6,3.0,0.03571428571428571
English,47,random,28,6,1.8,6,2.8214285714285716,0.03571428571428571
English,48,natural,62,7,2.6818181818181817,9,3.3833333333333333,0.01560021152829191
English,48,random,62,4,1.4186046511627908,13,5.919354838709677,0.016129032258064516
English,49,natural,20,4,2.7142857142857144,6,3.15,0.05
English,49,random,20,4,1.3571428571428572,7,3.5,0.05
English,50,natural,35,7,3.0,6,2.676470588235294,0.02773109243697479
English,50,random,35,4,1.619047619047619,13,6.628571428571429,0.02857142857142857
English,51,natural,67,10,2.6,8,4.787878787878788,0.014699231117141566
English,51,random,67,4,1.4666666666666666,18,8.447761194029852,0.014925373134328358
English,52,natural,31,6,2.3076923076923075,4,2.2580645161290325,0.03225806451612903
English,52,random,31,4,1.5,11,5.032258064516129,0.03225806451612903
English,53,natural,68,10,3.0,6,3.417910447761194,0.014486391571553995
English,53,random,68,5,1.558139534883721,16,8.102941176470589,0.014705882352941176
English,54,natural,4,3,3.0,1,0.75,0.25
English,54,random,4,2,1.5,2,1.0,0.25
English,55,natural,49,9,3.357142857142857,6,3.4791666666666665,0.019982993197278913
English,55,random,49,4,1.6,13,5.979591836734694,0.02040816326530612
English,56,natural,19,4,2.5714285714285716,5,2.3684210526315788,0.05263157894736842
English,56,random,19,3,1.3846153846153846,9,4.105263157894737,0.05263157894736842
English,57,natural,29,7,2.8,5,2.1724137931034484,0.034482758620689655
English,57,random,29,5,1.5555555555555556,7,3.206896551724138,0.034482758620689655
English,58,natural,37,8,3.0,5,2.7027027027027026,0.02702702702702703
English,58,random,37,4,1.8,10,4.945945945945946,0.02702702702702703
English,59,natural,42,7,2.9285714285714284,6,2.761904761904762,0.023809523809523808
English,59,random,42,4,1.5185185185185186,10,5.023809523809524,0.023809523809523808
English,60,natural,44,7,2.6875,5,3.0,0.022727272727272728
English,60,random,44,4,1.5357142857142858,12,5.363636363636363,0.022727272727272728
English,61,natural,14,6,2.4,3,1.4615384615384615,0.06593406593406594
English,61,random,14,3,1.3,6,2.5,0.07142857142857142
English,62,natural,11,4,2.0,4,1.8181818181818181,0.09090909090909091
English,62,random,11,4,2.0,3,1.7272727272727273,0.09090909090909091
English,63,natural,70,9,2.875,8,4.428571428571429,0.014285714285714285
English,63,random,70,4,1.6428571428571428,13,5.585714285714285,0.014285714285714285
English,64,natural,76,9,2.8846153846153846,7,3.986842105263158,0.013157894736842105
English,64,random,76,4,1.5,20,9.75,0.013157894736842105
English,65,natural,24,4,2.2,5,2.6956521739130435,0.03985507246376811
English,65,random,24,4,1.6428571428571428,11,5.583333333333333,0.041666666666666664
English,66,natural,39,5,2.923076923076923,9,3.8461538461538463,0.02564102564102564
English,66,random,39,4,1.6521739130434783,7,3.358974358974359,0.02564102564102564
English,67,natural,2,1,1.0,1,0.5,0.5
English,67,random,2,1,1.0,1,0.5,0.5
English,68,natural,11,6,3.3333333333333335,3,1.4545454545454546,0.09090909090909091
English,68,random,11,5,2.5,3,1.4545454545454546,0.09090909090909091
English,69,natural,13,6,3.0,3,1.6153846153846154,0.07692307692307693
English,69,random,13,4,1.5,5,2.3076923076923075,0.07692307692307693
English,70,natural,16,5,3.0,5,2.5,0.0625
English,70,random,16,4,2.5,6,3.0625,0.0625
English,71,natural,47,6,2.7058823529411766,8,4.0638297872340425,0.02127659574468085
English,71,random,47,5,1.5862068965517242,10,4.48936170212766,0.02127659574468085
English,72,natural,24,6,2.5555555555555554,5,2.2083333333333335,0.041666666666666664
English,72,random,24,5,1.6428571428571428,8,3.1666666666666665,0.041666666666666664
English,73,natural,42,8,2.7333333333333334,4,2.238095238095238,0.023809523809523808
English,73,random,42,4,1.5769230769230769,15,6.904761904761905,0.023809523809523808
English,74,natural,38,6,2.642857142857143,8,3.5,0.02631578947368421
English,74,random,38,5,1.608695652173913,16,7.7894736842105265,0.02631578947368421
English,75,natural,6,3,2.5,2,1.3333333333333333,0.16666666666666666
English,75,random,6,2,1.25,4,1.8333333333333333,0.16666666666666666
English,76,natural,50,6,2.8823529411764706,6,3.34,0.02
English,76,random,50,4,1.4411764705882353,10,4.96,0.02
English,77,natural,33,4,2.6666666666666665,5,2.696969696969697,0.030303030303030304
English,77,random,33,5,1.5238095238095237,14,5.757575757575758,0.030303030303030304
English,78,natural,25,5,2.6666666666666665,4,2.24,0.04
English,78,random,25,5,1.5,7,3.48,0.04
English,79,natural,5,3,2.0,2,1.0,0.2
English,79,random,5,2,1.3333333333333333,2,1.2,0.2
English,80,natural,33,7,2.4615384615384617,5,2.696969696969697,0.030303030303030304
English,80,random,33,5,1.4545454545454546,13,4.909090909090909,0.030303030303030304
English,81,natural,33,7,2.8181818181818183,5,2.21875,0.029356060606060608
English,81,random,33,5,1.8823529411764706,9,4.393939393939394,0.030303030303030304
English,82,natural,60,6,2.8095238095238093,8,4.283333333333333,0.016666666666666666
English,82,random,60,6,1.7352941176470589,17,9.633333333333333,0.016666666666666666
English,83,natural,24,6,3.2857142857142856,5,2.4166666666666665,0.041666666666666664
English,83,random,24,4,1.7692307692307692,5,2.7083333333333335,0.041666666666666664
English,84,natural,9,3,2.0,4,1.8888888888888888,0.1111111111111111
English,84,random,9,3,1.6,5,2.3333333333333335,0.1111111111111111
English,85,natural,19,6,3.0,4,2.0,0.05263157894736842
English,85,random,19,3,1.5,6,2.8421052631578947,0.05263157894736842
English,86,natural,9,3,2.0,4,1.8888888888888888,0.1111111111111111
English,86,random,9,3,1.6,4,2.0,0.1111111111111111
English,87,natural,12,3,2.2,3,2.0,0.08333333333333333
English,87,random,12,4,1.8333333333333333,3,1.75,0.08333333333333333
English,88,natural,17,4,2.2857142857142856,4,2.3529411764705883,0.058823529411764705
English,88,random,17,4,1.4545454545454546,6,2.7058823529411766,0.058823529411764705
English,89,natural,4,2,1.5,2,1.0,0.25
English,89,random,4,2,1.5,2,1.0,0.25
English,90,natural,19,5,2.5714285714285716,6,3.0,0.05263157894736842
English,90,random,19,4,1.6363636363636365,7,3.1052631578947367,0.05263157894736842
English,91,natural,2,1,1.0,1,0.5,0.5
English,91,random,2,1,1.0,1,0.5,0.5
English,92,natural,48,6,2.764705882352941,6,2.8125,0.020833333333333332
English,92,random,48,4,1.3428571428571427,16,7.0,0.020833333333333332
English,93,natural,14,4,2.6,4,2.357142857142857,0.07142857142857142
English,93,random,14,3,1.625,4,2.5,0.07142857142857142
English,94,natural,5,4,4.0,1,0.8,0.2
English,94,random,5,2,1.3333333333333333,2,1.2,0.2
English,95,natural,33,5,2.5833333333333335,6,3.03125,0.029356060606060608
English,95,random,33,5,1.4545454545454546,11,4.151515151515151,0.030303030303030304
English,96,natural,20,3,2.25,5,2.6315789473684212,0.04736842105263158
English,96,random,20,4,1.5833333333333333,8,3.8,0.05
English,97,natural,26,7,2.5,3,2.076923076923077,0.038461538461538464
English,97,random,26,4,1.7857142857142858,5,2.6923076923076925,0.038461538461538464
English,98,natural,23,5,2.4444444444444446,6,3.217391304347826,0.043478260869565216
English,98,random,23,5,1.8333333333333333,8,3.130434782608696,0.043478260869565216
English,99,natural,26,4,2.0833333333333335,5,2.6923076923076925,0.038461538461538464
English,99,random,26,5,1.5625,9,3.6153846153846154,0.038461538461538464
English,100,natural,24,5,2.5555555555555554,5,2.5,0.041666666666666664
English,100,random,24,3,1.2777777777777777,10,4.75,0.041666666666666664
English,101,natural,7,3,2.0,3,1.5714285714285714,0.14285714285714285
English,101,random,7,3,2.0,3,1.5714285714285714,0.14285714285714285
English,102,natural,18,4,2.5,5,2.5625,0.049019607843137254
English,102,random,18,4,1.5454545454545454,7,3.0555555555555554,0.05555555555555555
English,103,natural,33,6,2.909090909090909,5,2.5454545454545454,0.030303030303030304
English,103,random,33,5,1.6,8,3.6666666666666665,0.030303030303030304
English,104,natural,40,8,3.0,6,2.825,0.025
English,104,random,40,4,1.7727272727272727,11,4.925,0.025
English,105,natural,9,5,2.6666666666666665,2,1.2222222222222223,0.1111111111111111
English,105,random,9,3,2.0,3,1.5555555555555556,0.1111111111111111
English,106,natural,42,7,3.1538461538461537,7,3.8095238095238093,0.023809523809523808
English,106,random,42,4,1.5185185185185186,11,5.190476190476191,0.023809523809523808
English,107,natural,19,5,3.0,5,2.473684210526316,0.05263157894736842
English,107,random,19,3,1.5,6,3.263157894736842,0.05263157894736842
English,108,natural,39,6,2.7142857142857144,7,3.8974358974358974,0.02564102564102564
English,108,random,39,5,1.4615384615384615,10,4.128205128205129,0.02564102564102564
English,109,natural,36,5,2.0588235294117645,6,3.8055555555555554,0.027777777777777776
English,109,random,36,4,1.4583333333333333,15,6.861111111111111,0.027777777777777776
English,110,natural,34,7,3.3,6,3.676470588235294,0.029411764705882353
English,110,random,34,5,1.5,12,4.617647058823529,0.029411764705882353
English,111,natural,34,6,2.75,5,2.7058823529411766,0.029411764705882353
English,111,random,34,5,1.5714285714285714,10,4.5,0.029411764705882353
English,112,natural,20,6,3.8,4,2.7,0.05
English,112,random,20,3,1.4615384615384615,6,3.0,0.05
English,113,natural,15,6,3.5,3,1.6666666666666667,0.06666666666666667
English,113,random,15,4,1.4,7,2.6666666666666665,0.06666666666666667
English,114,natural,18,6,4.25,4,1.9444444444444444,0.05555555555555555
English,114,random,18,3,1.4166666666666667,9,4.666666666666667,0.05555555555555555
English,115,natural,18,5,2.125,5,2.8333333333333335,0.05555555555555555
English,115,random,18,5,1.8888888888888888,6,2.2222222222222223,0.05555555555555555
English,116,natural,39,7,3.1666666666666665,6,3.076923076923077,0.02564102564102564
English,116,random,39,4,1.3571428571428572,12,5.461538461538462,0.02564102564102564
English,117,natural,38,8,3.6,5,2.675675675675676,0.025604551920341393
English,117,random,38,5,1.5416666666666667,9,4.368421052631579,0.02631578947368421
English,118,natural,23,7,2.75,3,1.7826086956521738,0.043478260869565216
English,118,random,23,4,1.4666666666666666,5,2.652173913043478,0.043478260869565216
English,119,natural,27,3,2.0833333333333335,7,3.5384615384615383,0.03561253561253561
English,119,random,27,5,1.5294117647058822,9,3.3703703703703702,0.037037037037037035
English,120,natural,21,5,2.857142857142857,4,2.6666666666666665,0.047619047619047616
English,120,random,21,5,2.0,7,3.0476190476190474,0.047619047619047616
English,121,natural,24,4,2.5555555555555554,5,2.9583333333333335,0.041666666666666664
English,121,random,24,4,1.4375,8,3.5,0.041666666666666664
English,122,natural,21,5,2.5,6,2.9523809523809526,0.047619047619047616
English,122,random,21,4,1.5384615384615385,6,3.0476190476190474,0.047619047619047616
English,123,natural,15,7,2.3333333333333335,4,1.6666666666666667,0.06666666666666667
English,123,random,15,3,1.4,5,2.6666666666666665,0.06666666666666667
English,124,natural,7,4,3.0,2,1.1428571428571428,0.14285714285714285
English,124,random,7,4,2.0,3,1.2857142857142858,0.14285714285714285
English,125,natural,45,8,2.6875,9,3.5454545454545454,0.021717171717171718
English,125,random,45,5,1.6296296296296295,10,4.333333333333333,0.022222222222222223
English,126,natural,51,5,2.4,11,4.63265306122449,0.018823529411764704
English,126,random,51,5,1.6129032258064515,14,6.686274509803922,0.0196078431372549
English,127,natural,24,5,2.3,5,2.4166666666666665,0.041666666666666664
English,127,random,24,3,1.3529411764705883,13,6.208333333333333,0.041666666666666664
English,128,natural,18,5,2.2857142857142856,4,2.1176470588235294,0.05228758169934641
English,128,random,18,7,1.8888888888888888,4,1.7777777777777777,0.05555555555555555
English,129,natural,23,7,4.2,4,2.4545454545454546,0.041501976284584984
English,129,random,23,4,1.375,7,3.391304347826087,0.043478260869565216
English,130,natural,32,6,2.8181818181818183,5,2.5,0.03125
English,130,random,32,3,1.4090909090909092,7,3.71875,0.03125
English,131,natural,17,7,2.6666666666666665,2,1.4705882352941178,0.058823529411764705
English,131,random,17,4,1.7777777777777777,4,2.1176470588235294,0.058823529411764705
English,132,natural,22,4,2.1,5,2.590909090909091,0.045454545454545456
English,132,random,22,4,1.9090909090909092,5,2.4545454545454546,0.045454545454545456
English,133,natural,27,5,2.1666666666666665,7,3.4444444444444446,0.037037037037037035
English,133,random,27,4,1.5294117647058822,10,4.555555555555555,0.037037037037037035
English,134,natural,12,4,2.75,3,1.8333333333333333,0.08333333333333333
English,134,random,12,4,2.2,5,2.5833333333333335,0.08333333333333333
English,135,natural,25,4,2.1818181818181817,7,3.32,0.04
English,135,random,25,5,1.5,9,3.56,0.04
English,136,natural,31,9,2.9,5,2.066666666666667,0.03118279569892473
English,136,random,31,5,1.4285714285714286,8,3.2903225806451615,0.03225806451612903
English,137,natural,51,8,2.7222222222222223,5,2.66,0.019215686274509803
English,137,random,51,6,1.7241379310344827,9,4.7254901960784315,0.0196078431372549
English,138,natural,16,4,2.142857142857143,5,2.3125,0.0625
English,138,random,16,3,1.5,6,2.75,0.0625
English,139,natural,35,8,2.8333333333333335,4,2.2,0.02857142857142857
English,139,random,35,5,1.7894736842105263,6,3.142857142857143,0.02857142857142857
English,140,natural,12,4,2.5,4,2.090909090909091,0.07575757575757576
English,140,random,12,4,1.8333333333333333,5,2.0,0.08333333333333333
English,141,natural,11,3,2.25,3,1.8,0.08181818181818182
English,141,random,11,3,1.4285714285714286,6,2.4545454545454546,0.09090909090909091
English,142,natural,4,3,3.0,1,0.75,0.25
English,142,random,4,3,3.0,1,0.75,0.25
English,143,natural,11,4,2.5,3,2.0,0.09090909090909091
English,143,random,11,3,1.4285714285714286,5,2.3636363636363638,0.09090909090909091
English,144,natural,5,2,2.0,2,1.2,0.2
English,144,random,5,3,2.0,2,1.0,0.2
English,145,natural,42,6,2.9285714285714284,5,2.9047619047619047,0.023809523809523808
English,145,random,42,4,1.5769230769230769,13,6.214285714285714,0.023809523809523808
English,146,natural,33,5,2.6666666666666665,7,3.272727272727273,0.030303030303030304
English,146,random,33,4,1.6,14,6.545454545454546,0.030303030303030304
English,147,natural,16,4,2.142857142857143,5,2.8125,0.0625
English,147,random,16,4,1.6666666666666667,5,2.3125,0.0625
English,148,natural,32,5,2.8181818181818183,6,3.34375,0.03125
English,148,random,32,5,1.55,7,3.46875,0.03125
English,149,natural,7,5,3.0,2,1.0,0.14285714285714285
English,149,random,7,4,2.0,2,1.1428571428571428,0.14285714285714285
English,150,natural,14,6,3.25,4,1.8571428571428572,0.07142857142857142
English,150,random,14,3,1.625,6,2.7857142857142856,0.07142857142857142
English,151,natural,18,4,2.4285714285714284,6,3.1666666666666665,0.05555555555555555
English,151,random,18,3,1.4166666666666667,10,4.5,0.05555555555555555
English,152,natural,14,5,3.25,3,2.0,0.07142857142857142
English,152,random,14,3,1.4444444444444444,5,2.5714285714285716,0.07142857142857142
English,153,natural,23,9,4.2,4,2.1363636363636362,0.041501976284584984
English,153,random,23,3,1.8333333333333333,8,4.086956521739131,0.043478260869565216
English,154,natural,37,8,3.1818181818181817,5,2.4444444444444446,0.026276276276276277
English,154,random,37,4,1.5,11,5.783783783783784,0.02702702702702703
English,155,natural,25,5,2.875,4,2.375,0.03833333333333333
English,155,random,25,4,1.6,7,3.6,0.04
English,156,natural,19,4,2.4285714285714284,6,3.0,0.049707602339181284
English,156,random,19,4,1.5,7,2.736842105263158,0.05263157894736842
English,157,natural,35,7,3.0,7,3.5588235294117645,0.02773109243697479
English,157,random,35,4,1.619047619047619,11,4.914285714285715,0.02857142857142857
English,158,natural,38,7,2.642857142857143,6,2.973684210526316,0.02631578947368421
English,158,random,38,4,1.48,14,7.947368421052632,0.02631578947368421
English,159,natural,12,4,2.0,3,1.7272727272727273,0.07575757575757576
English,159,random,12,3,1.5714285714285714,4,2.1666666666666665,0.08333333333333333
English,160,natural,29,7,2.5454545454545454,6,2.896551724137931,0.034482758620689655
English,160,random,29,5,1.5555555555555556,11,4.689655172413793,0.034482758620689655
English,161,natural,67,7,3.25,9,4.333333333333333,0.014699231117141566
English,161,random,67,5,1.5714285714285714,14,6.940298507462686,0.014925373134328358
English,162,natural,41,6,2.375,6,2.769230769230769,0.023170731707317073
English,162,random,41,5,1.6,12,5.170731707317073,0.024390243902439025
English,163,natural,18,6,2.5,4,2.0625,0.049019607843137254
English,163,random,18,5,1.5454545454545454,4,2.111111111111111,0.05555555555555555
English,164,natural,19,5,2.4285714285714284,6,2.611111111111111,0.049707602339181284
English,164,random,19,6,2.0,4,1.9473684210526316,0.05263157894736842
English,165,natural,22,6,2.3333333333333335,6,2.272727272727273,0.045454545454545456
English,165,random,22,4,1.6153846153846154,5,2.909090909090909,0.045454545454545456
English,166,natural,16,5,2.5,3,1.875,0.0625
English,166,random,16,4,1.6666666666666667,5,2.25,0.0625
English,167,natural,35,6,3.0,7,3.8823529411764706,0.02773109243697479
English,167,random,35,5,1.7,10,3.857142857142857,0.02857142857142857
English,168,natural,16,5,2.8,4,1.9333333333333333,0.058333333333333334
English,168,random,16,3,1.3636363636363635,7,3.125,0.0625
English,169,natural,18,5,2.4285714285714284,4,2.1666666666666665,0.05555555555555555
English,169,random,18,3,1.4166666666666667,8,3.7777777777777777,0.05555555555555555
English,170,natural,39,7,2.923076923076923,4,2.3846153846153846,0.02564102564102564
English,170,random,39,5,1.6521739130434783,14,5.538461538461538,0.02564102564102564
English,171,natural,20,5,2.7142857142857144,5,2.65,0.05
English,171,random,20,3,1.4615384615384615,6,3.05,0.05
English,172,natural,27,10,2.7777777777777777,4,1.8461538461538463,0.03561253561253561
English,172,random,27,4,1.7333333333333334,7,3.5925925925925926,0.037037037037037035
English,173,natural,18,8,3.4,3,1.7222222222222223,0.05555555555555555
English,173,random,18,4,1.4166666666666667,9,3.388888888888889,0.05555555555555555
English,174,natural,39,7,2.923076923076923,7,3.0256410256410255,0.02564102564102564
English,174,random,39,4,1.52,14,6.589743589743589,0.02564102564102564
English,175,natural,44,7,2.4705882352941178,10,4.27906976744186,0.022198731501057084
English,175,random,44,4,1.5925925925925926,15,8.909090909090908,0.022727272727272728
English,176,natural,28,8,2.7,8,3.357142857142857,0.03571428571428571
English,176,random,28,4,1.588235294117647,10,4.821428571428571,0.03571428571428571
English,177,natural,11,5,2.25,4,1.6,0.08181818181818182
English,177,random,11,3,1.4285714285714286,4,1.9090909090909092,0.09090909090909091
English,178,natural,6,3,2.0,2,1.0,0.13333333333333333
English,178,random,6,2,1.25,3,1.5,0.16666666666666666
English,179,natural,3,2,2.0,1,0.6666666666666666,0.3333333333333333
English,179,random,3,2,2.0,1,0.6666666666666666,0.3333333333333333
English,180,natural,6,3,1.6666666666666667,3,1.6666666666666667,0.16666666666666666
English,180,random,6,2,1.25,3,1.5,0.16666666666666666
English,181,natural,32,6,2.8181818181818183,6,2.875,0.03125
English,181,random,32,4,1.631578947368421,11,5.5625,0.03125
English,182,natural,26,7,2.272727272727273,7,2.8846153846153846,0.038461538461538464
English,182,random,26,4,1.5625,8,3.3846153846153846,0.038461538461538464
English,183,natural,24,8,2.875,4,2.0416666666666665,0.041666666666666664
English,183,random,24,4,1.5333333333333334,7,3.2083333333333335,0.041666666666666664
English,184,natural,10,6,2.25,2,1.2,0.1
English,184,random,10,3,1.5,4,1.8,0.1
English,185,natural,21,7,3.3333333333333335,4,1.8571428571428572,0.047619047619047616
English,185,random,21,5,2.0,5,2.5238095238095237,0.047619047619047616
English,186,natural,24,4,2.5555555555555554,5,2.8333333333333335,0.041666666666666664
English,186,random,24,4,1.3529411764705883,7,3.25,0.041666666666666664
English,187,natural,27,6,2.6,5,2.259259259259259,0.037037037037037035
English,187,random,27,4,1.4444444444444444,9,4.074074074074074,0.037037037037037035
English,188,natural,23,6,3.6666666666666665,3,1.8695652173913044,0.043478260869565216
English,188,random,23,3,1.375,9,3.869565217391304,0.043478260869565216
English,189,natural,41,6,3.076923076923077,8,3.926829268292683,0.024390243902439025
English,189,random,41,4,1.4814814814814814,7,3.5609756097560976,0.024390243902439025
English,190,natural,35,6,2.75,6,2.823529411764706,0.02773109243697479
English,190,random,35,4,1.4782608695652173,10,5.114285714285714,0.02857142857142857
English,191,natural,41,7,3.3333333333333335,5,2.7560975609756095,0.024390243902439025
English,191,random,41,4,1.4285714285714286,9,3.951219512195122,0.024390243902439025
English,192,natural,29,5,3.111111111111111,8,4.0344827586206895,0.034482758620689655
English,192,random,29,4,1.5555555555555556,10,4.724137931034483,0.034482758620689655
English,193,natural,10,5,2.25,3,1.4,0.1
English,193,random,10,5,1.8,3,1.4,0.1
English,194,natural,31,8,2.727272727272727,4,2.096774193548387,0.03225806451612903
English,194,random,31,5,1.4285714285714286,15,5.32258064516129,0.03225806451612903
English,195,natural,14,6,2.1666666666666665,4,1.7142857142857142,0.07142857142857142
English,195,random,14,4,1.4444444444444444,4,1.9285714285714286,0.07142857142857142
English,196,natural,22,5,2.3333333333333335,5,2.1363636363636362,0.045454545454545456
English,196,random,22,4,1.6153846153846154,5,2.4545454545454546,0.045454545454545456
English,197,natural,13,5,3.0,3,1.5384615384615385,0.07692307692307693
English,197,random,13,3,1.5,7,2.923076923076923,0.07692307692307693
English,198,natural,30,7,2.9,6,2.6333333333333333,0.03333333333333333
English,198,random,30,4,1.6111111111111112,10,4.3,0.03333333333333333
English,199,natural,16,3,2.142857142857143,4,2.1875,0.0625
English,199,random,16,4,1.5,7,2.8125,0.0625
